StationName,NLC,Operator,EntriesStandard,EntriesReduced,EntriesSeasons,ExitsStandard,ExitsReduced,ExitsSeasons,TotalEntriesandExits
Stepps,9842,HA,24001,20394,8554,30484,20394,8554,112381
Stevenage,6092,HQ,275615,550343,431806,249720,564954,431806,2504244
Stevenston,9553,HA,19851,15502,5731,21421,15514,5731,83750
Stewartby,1386,HP,765,3316,970,665,3297,970,9983
Stewarton,9554,HA,26834,25658,23778,30006,25651,23778,155705
Stirling,9888,HA,239761,260498,97976,234310,260261,97976,1190782
Stockport,2771,HF,244206,650909,100174,234625,647281,100174,1977369
Stocksfield,7513,HC,12577,5452,4324,14063,5460,4324,46200
Stocksmoor,8451,HC,4441,5015,21,5070,5055,21,19623
Stockton,7975,HC,9539,9815,1563,11097,9911,1563,43488
StokeMandeville,1467,HO,14489,30366,39159,15377,30499,39159,169049
StokeNewington,6934,HQ,16311,24119,77465,19469,24253,77465,239082
StokeOnTrent,1314,HF,162884,401905,50795,161835,399303,50795,1227517
StoneCrossing,5248,HU,6676,5671,22025,4810,11038,22025,72245
StoneStaffs,1316,HG,7763,1548,1742,7601,1621,1742,22017
StonebridgePark,1454,HP,40109,65630,86958,25699,68432,86958,373786
Stonegate,5240,HU,6555,15233,58866,4659,18190,58866,162369
Stonehaven,8964,HA,38267,39820,25438,50779,39786,25438,219528
Stonehouse,4770,HK,15530,25178,6549,16107,25272,6549,95185
Stoneleigh,5606,HY,50429,79082,147754,36455,92049,147754,553523
StourbridgeJn,4646,HG,55648,88837,10114,54020,88050,10114,306783
StourbridgeTown,4643,HG,40397,53461,23940,40554,55834,23940,238126
Stowmarket,7355,HS,51028,53942,54455,53597,53732,54455,321209
StranraerHbr,9555,HA,6754,17148,0,6852,17229,0,47983
StratfordLondon,6969,HR,155809,428581,627069,154990,418471,627069,2411989
StratfordUAvon,4558,HG,42360,156050,22598,41093,153243,22598,437942
Strathcarron,8673,HA,1862,1639,0,2296,1640,0,7437
StrawberryHill,5607,HY,48617,88848,85515,33561,92035,85515,434091
Streatham,5383,HW,50672,81595,235308,27971,92392,235308,723246
StreathamCommon,5384,HW,99417,190539,416192,67789,207121,416192,1397250
StreathamHill,5435,HW,74988,171896,299425,42300,181355,299425,1069389
Streethouse,8543,HC,7878,3624,11,4069,2853,11,18446
Strines,2834,HD,506,1138,34,454,1265,34,3431
Stromeferry,8674,HA,342,85,0,346,83,0,856
StroodKent,5191,HU,66396,139155,87879,58259,142847,87879,582415
StroudGlos,4771,HK,32420,67326,12637,34404,67393,12637,226817
Sturry,5029,HU,6509,9570,10213,5973,9609,10213,52087
Styal,2868,HD,157,115,28,234,117,28,679
Sudbury&HrwRd,1483,HO,1286,426,86,807,463,86,3154
SudburyHill,1484,HO,2150,847,3650,2618,947,3650,13862
SudburySuffolk,7098,HR,5082,34717,29684,4214,36957,29684,140338
SugarloafHalt,4157,HK,30,18,0,27,18,0,93
Summerston,9959,HA,12415,13204,2715,14795,13203,1340,57672
Sunbury,5608,HY,29043,79594,70851,25722,87745,70851,363806
Sunderland,7640,HC,261307,292476,22574,228834,340797,22574,1168562
SundridgePark,5155,HU,17486,19327,90543,8898,22293,90543,249090
Sunningdale,5671,HY,48465,99403,86079,43157,105569,86079,468752
Sunnymeads,5675,HY,2258,3251,3394,1989,3747,3394,18033
Surbiton,5571,HY,342960,803904,927972,254127,841094,927972,4098029
Sutton(Ashfield),1861,HI,10343,19328,7747,11101,19287,7747,75553
SuttonColdfield,1044,HG,79052,107315,5242,86132,107518,5242,390501
SuttonCommon,5436,HW,5216,3852,8633,5005,7041,8633,38380
SuttonLondon,5385,HW,258874,564027,772806,227186,555508,772806,3151207
Swale,5249,HU,692,446,67,707,439,67,2418
Swanley,5075,HU,63359,203703,330103,48099,223085,330103,1198452
Swanscombe,5156,HU,11890,28572,31473,6744,34275,31473,144427
Swansea,4222,HJ,157359,411972,43689,146888,410329,43689,1213926
Swanwick,5920,HY,34333,37311,50030,36835,37780,50030,246319
Sway,5884,HY,8261,17021,10980,10271,17642,10980,75155
Swaythling,5933,HY,9905,13332,13876,10945,13184,13876,75118
Swinderby,6355,HG,1770,264,146,2815,259,146,5400
SwindonWilts,3333,HJ,240118,421749,263353,246771,420963,263353,1856307
Swineshead,6228,HG,288,36,139,276,36,139,914
Swinton,6686,HC,29754,63509,9010,28392,60468,9010,200143
SwintonManchr,2800,HD,8740,22502,5471,7977,25051,5471,75212
SydenhamHill,5085,HU,21721,42963,91582,10577,50527,91582,308952
SydenhamLondon,5437,HW,77254,147037,309824,46047,159020,309824,1049006
SyonLane,5609,HY,16891,15948,5510,23153,14247,5510,81259
Syston,1900,HG,42208,1614,16738,36514,1654,16738,115466
Tackley,3195,HN,3014,3026,4453,3677,3054,4453,21677
Tadworth,5386,HW,9502,12575,24928,4854,15793,24928,92580
TaffsWell,3880,HL,25050,34605,21572,27365,34600,21572,164764
Tain,8676,HA,2103,1160,0,2009,1162,0,6434
TalYCafn,2463,HD,721,56,0,701,56,0,1534
Talsarnau,4479,HG,968,1083,10,872,1090,10,4033
Talybont,4355,HG,4299,2283,166,4860,2648,166,14422
TameBridge,1010,HG,20996,35793,244,18624,35844,244,111745
Tamworth,1322,HG,50671,79036,63401,60266,81422,63401,398197
Taplow,3151,HN,13893,19216,22281,14840,22200,22281,114711
TattenhamCorner,5387,HW,4091,18728,13510,2955,20049,13510,72843
Taunton,3471,HJ,70913,236099,19135,70830,235412,19135,651524
Taynuilt,8727,HA,1871,910,0,2543,914,0,6238
Teddington,5572,HY,114526,208553,231580,73995,225354,231580,1085588
TeessideAirport,7521,HC,9,9,0,25,12,0,55
Teignmouth,3430,HK,23104,64488,54428,25931,64518,54428,286897
TelfordCentral,4691,HG,81892,216875,23827,84508,219969,23827,650898
Templecombe,5837,HY,4302,15267,5331,4126,15499,5331,49856
Tenby,4110,HK,10732,19223,128,10915,19262,128,60388
Teynham,5193,HU,9795,19716,38294,12665,24193,38294,142957
ThamesDitton,5610,HY,26146,43767,49805,23061,47329,49805,239913
Thatcham,3152,HN,42926,50077,77433,44080,52039,77433,343988
ThattoHeath,2264,HD,11330,24548,355,10339,25630,355,72557
TheHawthorns,4523,HG,13809,22194,20,12657,21842,20,70542
TheLakes,4538,HG,2805,1460,1035,2886,1746,1035,10967
Theale,3153,HN,37250,18659,52706,45675,20329,52706,227325
TheobaldsGrove,6949,HQ,23010,27301,63309,16859,27285,63309,221073
Thetford,7203,HG,10952,24234,5020,11808,24401,5020,81435
Thirsk,8191,HC,17280,27057,21425,18673,27166,21425,133026
Thornaby,7976,HC,30317,34821,10613,33779,34920,10613,155063
ThorneNorth,6530,HC,21743,54412,18418,23241,53784,18418,190016
ThorneSouth,6531,HC,35,30,0,43,36,0,144
Thornford,5849,HK,358,588,57,383,591,57,2034
Thornliebank,9812,HA,19770,13402,4894,22926,13402,4894,79288
ThorntonAbbey,6210,HC,387,5,293,494,5,293,1477
ThorntonHeath,5388,HW,72001,183511,345906,42013,193000,345906,1182337
Thorntonhall,9825,HA,4513,2464,1836,4515,2464,1836,17628
ThorpeBay,7460,HT,31135,69712,217282,26913,72828,217282,635152
ThorpeCulvert,6267,HG,286,26,87,337,25,87,848
ThorpeLeSoken,6857,HR,5099,19818,29464,5219,20196,29464,109260
ThreeBridges,5491,HW,120283,289712,408088,109921,304816,408088,1640908
ThreeOaks,5028,HU,553,2110,1256,1376,2250,1256,8801
Thurgarton,6203,HG,513,29,5,702,29,5,1283
Thurnscoe,8282,HC,7043,17320,2379,7330,17386,2379,53837
Thurso,8677,HA,5410,12578,0,5003,12597,0,35588
Thurston,7356,HS,5895,931,685,4795,932,685,13923
TilburyRiver,7461,HT,77,631,42,518,635,42,1945
TilburyTown,7462,HT,53360,75833,77855,47063,78026,77855,409992
TileHill,1035,HG,14635,27145,1222,15544,27125,1222,86893
Tilehurst,3154,HN,28916,26775,78303,34462,28483,78303,275242
Timperley,2985,MM,1,10,0,1,10,0,22
Tipton,1159,HG,19697,28818,506,18968,28949,506,97444
TirPhil,4025,HL,3790,12357,4066,4270,12359,4066,40908
Tisbury,5798,HY,17893,29985,19646,16336,31888,19646,135394
TivertonParkway,3474,HJ,19781,55123,13026,20611,54457,13026,176024
Todmorden,2677,HC,40009,54920,12685,43577,55872,12685,219748
Tolworth,5573,HY,22738,32572,35212,22638,35782,35212,184154
TonPentre,3897,HL,12037,30107,6853,14438,30106,6853,100394
Tonbridge,5229,HU,185443,500110,913285,164803,495039,913285,3171965
Tondu,4271,HK,4839,7980,1829,4504,7980,1829,28961
Tonfanau,4432,HG,101,116,0,72,126,0,415
Tonypandy,3882,HL,13060,39700,7705,14781,39705,7705,122656
Tooting,5389,HW,20815,29357,57200,8894,33505,57200,206971
Topsham,5758,HK,12578,25148,8684,12902,24054,8684,92050
Torquay,3434,HK,19711,104479,9410,21319,104397,9410,268726
Torre,3432,HK,9645,7070,34401,8425,7078,34401,101020
Totnes,3558,HJ,23055,97223,26881,24638,96844,26881,295522
Totton,5921,HY,17309,25843,31463,19741,26823,31463,152642
TownGreen,2283,HE,33250,38542,17026,34001,38609,17026,178454
TraffordPark,2969,HD,6316,4836,2189,6149,5248,2189,26927
Trefforest,3887,HL,85057,153056,32985,69634,153000,32985,526717
TrefforestEst,3886,HL,2645,149,2649,3217,146,2649,11455
Trehafod,3888,HL,3957,10239,1881,4235,10245,1881,32438
Treherbert,3889,HL,9931,32858,13225,8375,32866,13225,110480
Treorchy,3891,HL,18591,44899,9300,16761,44926,9300,143777
Trimley,7225,HS,4218,2910,1265,3292,2922,1265,15872
Tring,1393,HP,32590,68938,123881,22196,86908,123881,458394
TroedYRhiw,4276,HL,3673,8901,17183,3539,8902,17183,59381
Troon,9562,HA,88277,91109,48745,99297,91139,48745,467312
Trowbridge,3348,HK,56329,77198,36455,57835,77203,36455,341475
Truro,3540,HK,105262,157300,8919,101779,155921,8919,538100
Tulloch,8837,HA,577,186,0,528,186,0,1477
TulseHill,5390,HW,50737,62754,189202,27146,74370,189202,593411
TunbridgeWells,5230,HU,157423,488199,643709,140787,510535,643709,2584362
TurkeyStreet,6952,HQ,21692,20712,61178,18675,20790,61178,204225
Tutbury&Hatton,1783,HG,12669,7310,3055,12287,7655,3055,46031
Twickenham,5574,HY,173529,405390,323152,147053,417588,323152,1789864
Twyford,3155,HN,90809,159876,188552,79919,174155,188552,881863
TyCroes,2439,HD,512,906,660,612,979,660,4329
TyGlas,3817,HL,10360,7070,9261,8934,7063,9261,51949
Tygwyn,4357,HG,167,70,0,183,99,0,519
TyndrumLower,8728,HA,1375,766,0,1457,773,0,4371
Tyseley,4518,HG,23315,11560,2113,22058,11369,2113,72528
Tywyn,4433,HG,12323,18127,13437,12468,18037,13437,87829
Uckfield,5334,HW,5779,15045,23944,4536,16493,23944,89741
Uddingston,9776,HA,101890,73092,41926,104086,73092,41926,436012
Ulceby,6211,HC,3334,16,2003,3356,15,2003,10727
Ulleskelf,8261,HC,1635,49,2459,1526,49,2459,8177
Ulverston,2010,HD,21021,48364,6396,22885,49029,6396,154091
Umberleigh,5826,HK,1688,2332,5054,2330,2337,5054,18795
UniversityBirm,4504,HG,134802,216980,5845,117524,215652,5845,696648
Uphall,9373,HA,37866,19228,20044,40466,19222,20044,156870
Upholland,2364,HD,4388,2003,477,4317,1974,477,13636
Upminster,7464,HT,319722,305381,815836,255100,300868,815836,2812743
UpperHalliford,5613,HY,6280,9508,25205,8186,9885,25205,84269
UpperHolloway,1524,HP,9355,4861,1316,9120,4933,1316,30901
UpperTyndrum,8838,HA,14,26,0,12,29,0,81
UpperWarlingham,5391,HW,34951,56168,152895,26026,59544,152895,482479
UptonMerseyside,2141,HD,8719,1529,226,8873,1551,226,21124
Upwey,5967,HY,5609,8826,3069,6214,8876,3069,35663
Urmston,2938,HD,19633,36872,10497,15904,38045,10497,131448
Uttoxeter,1342,HG,23183,15488,9166,24236,15927,9166,97166
Valley,2440,HD,2196,1525,2848,1924,1527,2848,12868
Vauxhall,5597,HY,66892,152162,117677,29470,87381,117677,571259
VirginiaWater,5676,HY,40024,74580,66960,32558,83777,66960,364859
Waddon,5392,HW,22241,26007,53031,20470,25380,53031,200160
WaddonMarsh,5393,HW,66,284,11,187,350,11,909
Wadhurst,5231,HU,17294,56904,112171,13309,64997,112171,376846
Wainfleet,6268,HG,11675,996,16025,13298,1001,16025,59020
WakefieldKirkgt,8584,HC,115,195,0,179,196,0,685
WakefieldWestgt,8591,HB,287252,352665,45243,286839,362654,45243,1379896
Walkden,2612,HD,17838,25937,10408,15765,28271,10408,108627
WallaseyGveRd,2154,HE,29746,53048,768,35477,68461,768,188268
WallaseyVillage,2265,HE,29861,47833,919,22040,37276,919,138848
Wallington,5394,HW,74972,147556,237657,58177,148136,237657,904155
Wallyford,9365,HA,17300,5192,6759,16642,5194,6759,57846
Walmer,5041,HU,16240,30095,51197,15599,32540,51197,196868
Walsall,1216,HG,61002,152163,1700,66526,152627,1700,435718
Walsden,2665,HC,13171,10024,7158,12723,10584,7158,60818
WalthamCross,6823,HQ,58194,49315,170914,49992,49587,170914,548916
WalthamstowCtl,6953,HQ,96392,506046,1128383,62332,502981,1128383,3424517
WalthamstowQRd,7407,HP,8102,5605,1689,10240,5844,1689,33169
WaltonMerseysde,2251,HE,13439,20367,1576,12988,19038,1576,68984
WaltonOnNaze,6858,HR,3097,35639,14168,2959,36194,14168,106225
WaltonOnThames,5575,HY,132564,260368,352063,115171,277758,352063,1489987
Wanborough,5639,HY,3025,7200,7551,3003,11366,7551,39696
WandsworthCmmn,5395,HW,71212,126718,167953,46309,137221,167953,717366
WandsworthRoad,5372,HW,4663,5121,1914,4172,6346,1914,24130
WandsworthTown,5576,HY,53942,62693,128894,38621,70450,128894,483494
WansteadPark,7408,HP,6965,3818,1992,7868,3907,1992,26542
Warblington,5264,HW,7197,4887,12664,8429,5409,12664,51250
WareHerts,6824,HQ,71851,82162,113766,60368,85790,113766,527703
WarehamDorset,5959,HY,31200,81745,25115,28616,85088,25115,276879
Wargrave,3158,HN,6377,11079,10005,6869,14855,10005,59190
Warminster,5505,HK,25902,60122,15106,29750,60423,15106,206409
Warnham,5316,HW,214,326,435,246,710,435,2366
WarringtonBkQy,2384,HF,149961,256180,38319,226922,257671,38319,967372
WarringtonCtl,2390,HD,91505,88570,32633,36022,87838,32633,369201
Warwick,4600,HG,57058,68381,21227,60428,67664,21227,295985
WarwickRoad,2965,MM,2,7,0,2,7,0,18
WaterOrton,1121,HG,4250,8574,3217,6107,8634,3217,33999
Waterbeach,7079,HQ,8396,8681,17872,14342,9764,17872,76927
Wateringbury,5241,HU,5015,11517,9128,4321,13137,9128,52246
Waterloo(East),5158,HU,42588,141880,1249,21027,34355,1249,242348
WaterlooMersey,2133,HE,78430,144215,2760,92640,191059,2760,511864
WatfordHighSt,1455,HP,18224,118701,44285,25021,108758,44285,359274
WatfordJunction,1402,HP,287430,798012,534317,261897,794983,534317,3210956
WatfordNorth,1403,HP,5409,8776,14987,6696,8362,14987,59217
WatfordStadium,1401,HP,8,23,0,9,23,0,63
WatfordWest,1456,HP,9,13,0,9,18,0,49
Watlington,7057,HQ,3847,7534,3115,7806,7845,3115,33262
WattonAtStone,6095,HQ,5948,5224,20660,7446,6122,20660,66060
Waungron,3796,HL,2821,3606,2015,3244,3601,2015,17302
Wedgwood,1357,HG,2603,1155,4746,2242,1155,4746,16647
Weeley,6859,HR,127,3078,3394,1749,4350,3394,16092
Weeton,8509,HC,9886,8185,6440,10920,8177,6440,50048
WelhamGreen,6073,HQ,11148,9036,18581,14930,10227,18581,82503
Welling,5128,HU,81684,118414,602011,41431,139659,602011,1585210
Wellingborough,1940,HI,50076,66621,103209,53915,66813,103209,443843
WellingtonSalop,4690,HG,38775,98423,23716,39490,99037,23716,323157
Welshpool,4434,HG,10326,13006,845,11535,13169,845,49726
WelwynGdnCity,6183,HQ,176439,245935,256210,160550,247918,256210,1343262
WelwynNorth,6096,HQ,31346,44938,102464,27427,49365,102464,358004
Wem,1347,HK,12205,19132,4196,13081,19162,4196,71972
WembleyCentral,1423,HP,76787,206246,113398,55153,207546,113398,772528
WembleyStadium,1509,HO,8903,55548,3584,15533,55607,3584,142759
WemyssBay,9673,HA,35933,21984,6486,40393,21986,6486,133268
Wendover,1466,HO,23290,59458,46979,23067,60401,46979,260174
Wennington,2681,HC,723,386,41,746,384,41,2321
WestAllerton,2266,HD,5580,6367,404,4196,5638,404,22589
WestByfleet,5684,HY,73824,140465,211108,67141,150386,211108,854032
WestCalder,9250,HA,18059,10974,8828,20012,10976,8828,77677
WestCroydon,5411,HW,68656,129389,87944,14252,74931,87944,463116
WestDrayton,3174,HN,39577,126713,93749,34893,133628,93749,522309
WestDulwich,5086,HU,36164,82720,138998,15690,94204,138998,506774
WestEaling,3188,HN,19204,37632,72186,12311,43094,72186,256613
WestHampstdThm,1525,HX,26909,63355,198645,5377,45429,198645,538360
WestHampstead,1421,HP,37196,63693,59991,62025,84922,59991,367818
WestHorndon,7466,HT,16659,17152,70440,17196,19008,70440,210895
WestKilbride,9564,HA,25212,19864,12450,27111,19876,12450,116963
WestKirby,2201,HE,41808,96029,722,41234,103070,722,283585
WestMalling,5129,HU,26889,61245,98020,23067,69983,98020,377224
WestNorwood,5438,HW,42130,112182,164032,22485,121075,164032,625936
WestRuislipUnd,3059,HO,0,4,0,0,4,0,8
WestRunton,7329,HS,1131,1235,180,1397,1253,180,5376
WestStLeonards,5242,HU,8749,14815,22791,8116,14167,22791,91429
WestSutton,5293,HW,12469,9039,22275,5946,12384,22275,84388
WestWickham,5054,HU,37861,39460,175542,20853,50322,175542,499580
WestWorthing,5278,HW,23196,71933,55480,19665,76746,55480,302500
Westbury,5712,HK,35510,56879,19164,40081,57134,19164,227932
Westcliff,7476,HT,43439,87241,162386,52104,91819,162386,599375
WestcombePark,5151,HU,62713,97756,213767,23703,107012,213767,718718
Westenhanger,5030,HU,832,2148,7023,687,2720,7023,20433
WesterHailes,9231,HA,6270,2700,1495,7724,2697,1495,22381
Westerfield,7226,HS,1273,623,655,1296,624,655,5126
Westerton,9998,HA,122892,79763,48137,119071,79764,48137,497764
WestgateOnSea,5195,HU,5052,18822,12017,4834,19081,12017,71823
Westhoughton,2619,HD,10713,14426,4915,8760,16139,4915,59868
WestonMilton,3388,HK,4039,1998,1806,4164,2150,1806,15963
WestonSuprMare,3391,HK,60732,187935,51013,61086,188653,51013,600432
Wetheral,7572,HC,3006,1447,88,3545,1449,88,9623
Weybridge,5577,HY,145383,234871,419948,141321,242732,419948,1604203
Weymouth,5965,HY,39800,235296,40057,37431,233081,40057,625722
WhaleyBridge,2772,HD,12489,26991,7278,12060,26982,7278,93078
Whalley,2736,HD,9192,12341,2462,9848,12502,2462,48807
Whatstandwell,1585,HG,4833,4909,110,4958,4906,110,19826
Whifflet,9753,HA,37525,23979,6982,41101,23978,6982,140547
Whimple,5759,HY,3394,5707,5376,4586,5732,5376,30171
Whinhill,9665,HA,6416,4760,1372,7418,4761,1372,26099
Whiston,2161,HD,16051,23465,1155,13173,22483,1155,77482
Whitby,8184,HC,11386,21899,46701,10898,21916,46701,159501
WhitchurchGlam,3896,HL,3425,6113,1527,3153,6115,1527,21860
WhitchurchHants,5527,HY,9538,12711,35481,9315,14119,35481,116645
WhitchurchSalop,1348,HK,9029,13439,5248,10432,13511,5248,56907
WhiteHartLane,6956,HQ,32796,61661,57392,33592,61429,57392,304262
WhiteNotley,6846,HR,72,1126,4705,2114,1291,4705,14013
Whitecraigs,9777,HA,52255,33948,20987,51755,33947,20987,213879
Whitefield,2885,MM,8,40,5,15,40,5,113
Whitehaven,2048,HD,38266,33565,5818,39939,33646,5818,157052
Whitland,4111,HK,6648,9810,1966,6936,9824,1966,37150
WhitleyBridge,8130,HC,531,24,0,416,23,0,994
WhitlocksEnd,4539,HG,1472,2786,0,2385,2904,0,9547
Whitstable,5196,HU,25439,81573,156470,24334,85759,156470,530045
Whittlesea,7187,HG,2032,577,2192,2356,609,2192,9958
Whittlesford,7047,HQ,12887,12617,60778,12881,13878,60778,173819
WhittonLondon,5611,HY,51779,95847,123554,33481,100196,123554,528411
Whyteleafe,5396,HW,14877,29923,42747,11023,32187,42747,173504
WhyteleafeSouth,5439,HW,6059,10697,19749,6631,11600,19749,74485
Wick,8680,HA,2654,4884,0,1997,4865,0,14400
Wickford,6891,HR,93968,206248,590713,92703,208309,590713,1782654
WickhamMarket,7227,HS,4318,1846,106,4164,1842,106,12382
Widdrington,7695,HC,1097,105,689,550,105,689,3235
Widnes,2391,HD,39169,31221,13679,41689,31280,13679,170717
WidneyManor,4528,HG,33108,36771,1247,29518,36857,1247,138748
WiganNorthWest,2363,HF,172005,333717,64384,191629,347726,64384,1173845
WiganWallgate,2406,HD,35885,106759,24459,15630,96991,24459,304183
Wigton,2098,HD,8541,10957,3005,10106,10958,3005,46572
Wildmill,3965,HK,1690,2989,867,1803,2988,867,11204
WillesdenJn,1457,HP,78754,146875,107204,48662,149694,107204,638393
Williamwood,9781,HA,51283,33236,59336,52210,33233,59336,288634
Willington,1905,HG,3615,3394,1001,3137,3467,1001,15615
WilmcoteWarks,4568,HG,5709,1932,284,6682,2246,284,17137
Wilmslow,2774,HD,90362,111451,37467,92113,111498,37467,480358
WilnecoteStaffs,1056,HG,4888,2261,5994,5984,2466,5994,27587
Wimbledon,5578,HY,704532,1367387,1747147,423811,1394209,1747147,7384233
WimbledonChase,5612,HW,4705,3890,3065,4668,5517,3065,24910
Winchelsea,5042,HU,250,1713,688,413,2037,688,5789
Winchester,5924,HY,187449,484862,450473,184750,489160,450473,2247167
Winchfield,5528,HY,17053,30308,64712,14654,33710,64712,225149
WinchmoreHill,6024,HQ,39575,40580,190609,23779,41245,190609,526397
Windermere,1978,HD,31224,78961,3239,29908,78405,3239,224976
Windsor&ECtl,3175,HN,105543,293384,107352,103524,294015,107352,1011170
Windsor&ERiv,5672,HY,52982,250312,54665,48562,250300,54665,711486
Winnersh,5697,HY,40049,42647,74996,43822,44016,74996,320526
WinnershTrangle,5698,HY,30954,24365,28024,32433,24812,28024,168612
Winsford,2269,HG,7890,16757,1509,9296,16894,1509,53855
Wishaw,9694,HA,25060,17772,10144,29345,17778,10144,110243
Witham,6844,HR,57005,249871,538239,54223,261446,538239,1699023
Witley,5640,HY,14364,16326,52376,12268,20768,52376,168478
WittonWMids,1011,HG,9281,30391,218,13503,30461,218,84072
Wivelsfield,5341,HW,22173,62202,148665,19596,65481,148665,466782
Wivenhoe,6860,HR,7671,39371,71245,6227,40734,71245,236493
WoburnSands,1539,HP,7370,12451,12585,6230,13799,12585,65020
Woking,5685,HY,417755,901878,954062,399197,925730,954062,4552684
Wokingham,5696,HY,190663,267599,249049,197126,273711,249049,1427197
Woldingham,5440,HW,16532,29408,36103,15592,30778,36103,164516
Wolverhampton,1218,HF,242607,606438,71674,250476,605833,71674,1848702
Wolverton,1364,HP,8442,18168,55162,9025,21769,55162,167728
Wombwell,6688,HC,14708,29188,4783,16373,28243,4783,98078
WoodEnd,4536,HG,2533,1782,348,2978,2201,348,10190
WoodStreet,6954,HQ,31315,34498,86504,20831,38398,86504,298050
Woodbridge,7228,HS,14023,10799,4093,14612,11055,4093,58675
WoodgrangePark,7467,HP,5433,3268,6456,6416,3236,6456,31265
Woodhall,9639,HA,8552,6501,1118,8126,6501,1118,31916
WoodhamFerrers,6892,HR,18261,42430,231442,17580,46351,231442,587506
Woodhouse,6732,HC,1897,2191,437,2182,2079,437,9223
WoodlandsRoad,2988,MM,0,1,0,0,1,0,2
Woodlesford,8578,HC,28801,13392,1973,23752,11524,1973,81415
Woodley,2835,HD,5088,4409,2008,4249,5004,2008,22766
Woodmansterne,5441,HW,8643,11051,54946,3929,12989,54946,146504
Woodside,5055,HU,229,48,97,197,249,97,917
Woodsmoor,2773,HD,12664,16684,12726,13312,18711,12726,86823
Wool,5960,HY,17857,38037,18064,18699,39346,18064,150067
Woolston,5925,HY,10972,9123,14012,11425,9866,14012,69410
WoolwichArsenal,5152,HU,134843,362249,500710,85444,365471,500710,1949427
WoolwichDockyrd,5153,HU,19896,29370,77076,10900,33714,77076,248032
WoottonWawen,4540,HG,1315,1708,246,1759,1877,246,7151
WorcesterFgtSt,4893,HG,46241,92340,96155,20913,71877,96155,423681
WorcesterPark,5579,HY,63180,111749,316103,47057,123060,316103,977252
WorcesterShbHl,4891,HG,181182,213834,111472,203540,227186,111472,1048686
Workington,2040,HD,36499,24241,19247,37275,24246,19247,160755
Worksop,6574,HC,41367,44470,20446,42020,44498,20446,213247
Worle,3390,HK,9572,5910,5089,9686,6214,5089,41560
Worplesdon,5686,HY,9131,5314,34264,8764,6288,34264,98025
Worstead,7326,HS,2686,1331,934,3309,1338,934,10532
Worthing,5279,HW,98290,465273,179119,95215,472502,179119,1489518
Wrabness,6907,HR,323,1408,3979,537,1696,3979,11922
Wraysbury,5673,HY,3000,3743,3559,3350,6844,3559,24055
Wrenbury,1350,HK,1688,1732,5,1876,1727,5,7033
Wressle,8123,HC,224,104,219,114,105,219,985
WrexhamCentral,4486,HD,374,1046,71,901,1094,71,3557
WrexhamGeneral,4487,HD,90344,61348,6477,87768,61458,6477,313872
WroxhamNorfolk,7327,HS,9606,12210,2169,10089,12944,2169,49187
Wye,5031,HU,10788,33005,18254,10129,34661,18254,125091
Wylam,7514,HC,18189,13868,4734,19242,13840,4734,74607
WyldeGreen,1138,HG,35119,35128,592,35794,35224,592,142449
Wymondham,7383,HG,3483,3491,787,4327,3486,787,16361
Wythall,4532,HG,5598,5259,422,5396,5489,422,22586
Yalding,5232,HU,3928,5906,2588,4489,6249,2588,25748
YardleyWood,4537,HG,34349,34630,1746,32449,34775,1746,139695
Yarm,7917,HC,19228,10869,2970,21240,10884,2970,68161
YarmouthNorfolk,7328,HS,50251,130613,10291,53433,130646,10291,385525
Yate,3380,HK,23925,10145,16961,23749,10233,16961,101974
Yatton,3392,HK,31381,29348,27758,33238,29612,27758,179095
Yeoford,5827,HK,1794,1582,1482,2059,1584,1482,9983
YeovilJunction,5838,HY,11280,51029,4172,11158,51970,4172,133781
YeovilPenMill,5856,HK,11681,27097,1122,11236,27836,1122,80094
Yetminster,5857,HK,1290,1653,168,1408,1650,168,6337
Ynyswen,3818,HL,3133,7381,3020,2722,7380,3020,26656
Yoker,9990,HA,23911,14227,9028,27322,14226,9028,97742
York,8263,HB,557188,1163576,359044,546984,1162123,359044,4147959
Yorton,1351,HK,1115,1311,10,1075,1361,10,4882
YstradMynach,4026,HL,18215,42056,20799,19710,42059,20799,163638
YstradRhondda,3871,HL,10253,27225,5343,11467,27222,5343,86853
NOTE:Somestationshavebeendeletedfromthelistwherenoticketsaleswere,,,,,,,,,
recordedorwhereLTticketsalesdominate.,,,,,,,,,
