 RODS report2d created at 13:27:39 on 29-03-2017,,,,,,,,,,,,,,,,
 based on survey data up to 2016 and reconciled to Autumn 2016 counts,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,
" Report 2d - Analysis by age, sex and exit station",,,,,,Sex,Age,,,,,,,,,
 NLC, station name,time period,Total,Male,Female,Not stated,Not Stated,Under 16  ,16-19     ,20-24     ,25-34     ,35-44     ,45-59     ,60-64     ,65-70     ,Over 70   
711,South Wimbledon     ,Late        ,672,336,186,149,149,0,8,96,212,91,110,2,2,0
711,South Wimbledon     ,   Total day,7384,2826,3807,751,571,0,194,799,2044,1340,1628,407,364,38
712,South Woodford      ,Early       ,109,0,0,109,109,0,0,0,0,0,0,0,0,0
712,South Woodford      ,AM peak     ,919,238,625,56,59,0,0,128,96,290,112,149,39,47
712,South Woodford      ,Midday      ,1629,553,1054,22,33,0,3,77,113,488,441,188,111,174
712,South Woodford      ,PM Peak     ,3821,1475,2305,41,75,0,69,241,1078,851,1208,112,87,101
712,South Woodford      ,Evening     ,2145,916,1206,24,23,6,175,116,382,579,849,15,0,0
712,South Woodford      ,Late        ,865,439,238,189,217,0,0,49,151,316,85,15,25,7
712,South Woodford      ,   Total day,9488,3621,5427,441,516,6,246,612,1820,2524,2695,479,262,328
705,Southfields         ,Early       ,94,0,0,94,94,0,0,0,0,0,0,0,0,0
705,Southfields         ,AM peak     ,1276,413,774,89,89,106,11,99,393,140,281,0,86,73
705,Southfields         ,Midday      ,1620,508,1090,23,15,0,98,405,159,370,300,113,94,66
705,Southfields         ,PM Peak     ,3469,880,2343,247,169,80,258,331,1025,497,761,125,202,22
705,Southfields         ,Evening     ,2282,972,1173,137,106,0,0,367,661,462,571,77,30,7
705,Southfields         ,Late        ,1140,369,453,318,318,1,10,388,185,171,41,8,17,0
705,Southfields         ,   Total day,9881,3141,5832,908,791,187,376,1590,2422,1640,1955,323,429,168
706,Southgate           ,Early       ,60,0,0,60,60,0,0,0,0,0,0,0,0,0
706,Southgate           ,AM peak     ,1143,517,452,174,171,0,54,106,175,238,259,105,35,0
706,Southgate           ,Midday      ,1885,611,1142,131,154,0,213,234,219,161,473,190,71,170
706,Southgate           ,PM Peak     ,3320,1504,1743,74,116,33,153,413,425,561,1103,110,325,81
706,Southgate           ,Evening     ,1871,753,936,182,220,20,5,330,408,337,369,6,135,41
706,Southgate           ,Late        ,825,432,297,96,132,0,13,151,60,87,363,5,0,15
706,Southgate           ,   Total day,9104,3816,4571,717,852,53,439,1234,1288,1384,2567,416,566,307
784,Southwark           ,Early       ,987,0,6,981,977,0,0,0,1,5,4,0,0,0
784,Southwark           ,AM peak     ,12816,5742,5643,1432,1435,18,22,1031,3888,2755,2821,553,115,179
784,Southwark           ,Midday      ,6707,3490,2778,439,504,0,202,435,1283,821,2285,480,662,34
784,Southwark           ,PM Peak     ,6873,3558,3018,297,210,0,66,586,1397,1415,2276,408,464,53
784,Southwark           ,Evening     ,2106,1022,975,110,110,0,127,74,183,645,597,263,101,6
784,Southwark           ,Late        ,829,347,259,223,223,0,103,13,118,134,238,0,0,0
784,Southwark           ,   Total day,30319,14160,12678,3481,3458,18,520,2139,6870,5775,8220,1703,1342,273
695,St. James's Park    ,Early       ,763,1,1,761,761,0,0,0,1,0,1,0,0,0
695,St. James's Park    ,AM peak     ,14615,6539,7013,1062,979,47,63,837,3523,2915,4583,1360,195,113
695,St. James's Park    ,Midday      ,7615,4067,3307,242,353,2,84,511,1197,1432,2643,631,618,144
695,St. James's Park    ,PM Peak     ,2586,1040,1338,208,376,0,133,67,362,373,948,168,133,26
695,St. James's Park    ,Evening     ,901,459,426,16,16,0,37,13,319,93,280,101,9,32
695,St. James's Park    ,Late        ,309,150,80,80,80,0,0,29,85,52,22,12,9,22
695,St. James's Park    ,   Total day,26789,12256,12165,2368,2564,48,318,1457,5487,4865,8477,2272,965,336
696,St. John's Wood     ,Early       ,516,0,1,515,515,0,0,0,0,0,0,0,0,0
696,St. John's Wood     ,AM peak     ,3930,1425,1918,586,579,27,13,169,915,1023,978,130,79,17
696,St. John's Wood     ,Midday      ,3056,1381,1503,172,188,0,5,196,740,347,732,391,205,252
696,St. John's Wood     ,PM Peak     ,2642,940,1265,438,428,0,79,165,457,563,586,173,136,55
696,St. John's Wood     ,Evening     ,1743,720,959,64,63,0,0,191,773,437,250,15,14,0
696,St. John's Wood     ,Late        ,698,234,293,172,171,0,0,64,231,132,90,0,0,9
696,St. John's Wood     ,   Total day,12585,4700,5939,1946,1944,27,97,786,3117,2502,2636,709,435,333
697,St. Paul's          ,Early       ,1251,0,0,1251,1251,0,0,0,0,0,0,0,0,0
697,St. Paul's          ,AM peak     ,15725,7334,6937,1454,1280,51,82,1215,4518,3205,3394,1207,479,296
697,St. Paul's          ,Midday      ,9410,3212,5733,466,500,0,320,1562,1549,1233,2394,672,1006,174
697,St. Paul's          ,PM Peak     ,3507,1610,1663,234,179,0,19,387,510,658,992,308,196,259
697,St. Paul's          ,Evening     ,992,436,321,235,235,10,12,306,223,95,53,0,9,49
697,St. Paul's          ,Late        ,339,301,33,5,5,12,0,3,23,228,69,0,1,0
697,St. Paul's          ,   Total day,31225,12894,14686,3645,3451,73,431,3472,6823,5418,6903,2187,1690,777
713,Stamford Brook      ,Early       ,36,0,0,36,36,0,0,0,0,0,0,0,0,0
713,Stamford Brook      ,AM peak     ,833,171,547,115,113,0,0,144,272,89,103,111,1,0
713,Stamford Brook      ,Midday      ,722,236,458,28,20,0,25,90,131,77,162,44,134,40
713,Stamford Brook      ,PM Peak     ,1328,621,698,9,15,34,79,56,356,210,388,110,41,39
713,Stamford Brook      ,Evening     ,873,310,456,107,102,5,0,50,277,177,221,42,0,0
713,Stamford Brook      ,Late        ,380,153,105,121,115,0,0,58,51,3,119,6,27,0
713,Stamford Brook      ,   Total day,4173,1492,2264,417,401,39,104,397,1088,555,993,314,203,79
714,Stanmore            ,Early       ,133,0,0,133,133,0,0,0,0,0,0,0,0,0
714,Stanmore            ,AM peak     ,982,376,551,55,34,0,49,198,358,97,166,70,10,0
714,Stanmore            ,Midday      ,1087,375,712,1,18,0,0,285,88,65,310,87,115,120
714,Stanmore            ,PM Peak     ,2242,1250,930,62,94,0,135,85,222,368,856,194,175,113
714,Stanmore            ,Evening     ,1394,710,497,187,63,0,0,150,267,268,617,28,0,0
714,Stanmore            ,Late        ,624,158,262,204,204,0,0,0,117,94,60,0,0,149
714,Stanmore            ,   Total day,6462,2869,2952,641,546,0,184,718,1052,892,2009,378,300,383
715,Stepney Green       ,Early       ,248,0,0,248,248,0,0,0,0,0,0,0,0,0
715,Stepney Green       ,AM peak     ,2115,851,1060,204,185,0,214,295,482,214,491,183,50,0
715,Stepney Green       ,Midday      ,2657,918,1290,450,478,0,191,757,403,385,180,90,92,80
715,Stepney Green       ,PM Peak     ,2796,344,430,2022,2024,0,56,89,281,129,124,29,10,52
715,Stepney Green       ,Evening     ,1699,562,636,502,484,0,21,330,479,203,174,7,2,0
715,Stepney Green       ,Late        ,802,177,120,504,504,0,14,63,207,2,7,2,0,2
715,Stepney Green       ,   Total day,10316,2851,3536,3929,3923,0,496,1535,1851,933,977,311,154,135
716,Stockwell           ,Early       ,204,0,0,204,204,0,0,0,0,0,0,0,0,0
716,Stockwell           ,AM peak     ,1618,711,775,133,127,0,24,132,339,354,333,242,56,10
716,Stockwell           ,Midday      ,2770,1226,1459,85,164,5,242,200,804,490,521,97,33,214
716,Stockwell           ,PM Peak     ,5243,2125,2152,965,949,53,101,604,1924,930,482,25,99,75
716,Stockwell           ,Evening     ,3962,1517,1933,512,515,0,87,469,1582,983,236,79,4,7
716,Stockwell           ,Late        ,2031,608,419,1004,1004,0,0,96,469,323,113,3,7,17
716,Stockwell           ,   Total day,15828,6187,6738,2903,2964,59,453,1502,5118,3079,1685,447,199,323
717,Stonebridge Park    ,Early       ,73,0,1,71,71,0,0,0,0,0,1,0,0,0
717,Stonebridge Park    ,AM peak     ,459,86,281,92,92,0,27,55,68,76,136,1,0,5
717,Stonebridge Park    ,Midday      ,784,416,293,76,162,0,49,51,117,60,233,41,69,1
717,Stonebridge Park    ,PM Peak     ,1150,161,639,350,351,0,9,249,334,42,149,15,0,0
717,Stonebridge Park    ,Evening     ,742,150,420,172,207,0,84,0,169,64,213,0,0,5
717,Stonebridge Park    ,Late        ,280,13,53,214,214,0,0,0,53,13,0,0,0,0
717,Stonebridge Park    ,   Total day,3488,826,1688,974,1097,0,169,355,742,255,732,57,69,11
719,Stratford           ,Early       ,3225,12,1,3211,3190,0,0,1,0,23,1,0,10,0
719,Stratford           ,AM peak     ,20846,8762,9675,2409,2188,92,361,2104,4297,3450,5489,1853,578,433
719,Stratford           ,Midday      ,31897,10395,15391,6110,5881,34,1448,6584,5420,3609,4857,1662,1444,956
719,Stratford           ,PM Peak     ,42566,14977,21036,6554,6592,1,1932,8565,10094,7209,5859,1254,512,549
719,Stratford           ,Evening     ,17300,7395,8210,1695,1370,0,770,5089,3796,3025,2630,306,312,3
719,Stratford           ,Late        ,7190,2612,1617,2961,2961,0,141,1312,1463,677,547,53,2,35
719,Stratford           ,   Total day,123024,44152,55931,22940,22183,127,4653,23654,25070,17992,19383,5128,2859,1975
720,Sudbury Hill        ,Early       ,37,0,0,37,37,0,0,0,0,0,0,0,0,0
720,Sudbury Hill        ,AM peak     ,416,142,190,84,84,16,22,4,74,71,83,56,7,0
720,Sudbury Hill        ,Midday      ,661,153,497,12,12,4,235,2,47,133,72,109,21,28
720,Sudbury Hill        ,PM Peak     ,1360,749,606,5,14,0,171,290,206,266,163,29,150,71
720,Sudbury Hill        ,Evening     ,563,363,181,20,1,0,7,138,83,116,155,10,3,50
720,Sudbury Hill        ,Late        ,183,81,68,35,35,0,0,85,9,44,11,0,0,0
720,Sudbury Hill        ,   Total day,3221,1487,1542,191,182,19,435,519,419,630,484,205,180,148
721,Sudbury Town        ,Early       ,38,0,0,38,38,0,0,0,0,0,0,0,0,0
721,Sudbury Town        ,AM peak     ,260,61,145,54,54,0,44,2,45,21,44,0,49,0
721,Sudbury Town        ,Midday      ,480,169,310,1,10,44,28,21,26,106,101,60,38,46
721,Sudbury Town        ,PM Peak     ,1232,390,831,11,9,0,107,139,186,263,410,107,10,2
721,Sudbury Town        ,Evening     ,573,194,329,50,44,0,33,111,139,97,129,5,13,0
721,Sudbury Town        ,Late        ,262,32,94,137,137,0,0,0,43,7,71,0,4,1
721,Sudbury Town        ,   Total day,2846,846,1708,291,293,44,212,274,439,494,756,172,113,49
723,Swiss Cottage       ,Early       ,198,0,0,197,197,0,0,0,0,0,0,0,0,0
723,Swiss Cottage       ,AM peak     ,2726,720,1693,313,366,60,76,235,747,550,545,93,54,1
723,Swiss Cottage       ,Midday      ,2783,1277,1274,232,347,0,94,283,578,376,594,102,138,271
723,Swiss Cottage       ,PM Peak     ,3365,1001,1996,369,374,0,206,404,992,371,713,191,64,50
723,Swiss Cottage       ,Evening     ,2136,720,1147,268,251,0,0,220,660,159,652,117,51,26
723,Swiss Cottage       ,Late        ,979,301,377,302,302,0,5,10,322,130,164,16,31,0
723,Swiss Cottage       ,   Total day,12187,4019,6487,1682,1837,60,380,1152,3298,1587,2668,519,338,348
724,Temple              ,Early       ,300,0,0,300,300,0,0,0,0,0,0,0,0,0
724,Temple              ,AM peak     ,6775,2913,3360,503,478,40,128,623,1786,1206,1606,657,185,65
724,Temple              ,Midday      ,5028,2531,2311,186,271,0,228,1710,744,738,874,243,165,55
724,Temple              ,PM Peak     ,1905,957,945,4,7,0,24,285,666,237,505,41,67,73
724,Temple              ,Evening     ,473,365,103,5,0,0,0,22,116,17,255,12,31,19
724,Temple              ,Late        ,213,45,138,31,31,0,67,71,0,6,33,6,0,0
724,Temple              ,   Total day,14694,6811,6856,1027,1086,41,447,2712,3312,2204,3274,959,448,213
725,Theydon Bois        ,Early       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725,Theydon Bois        ,AM peak     ,89,13,45,31,31,0,0,3,0,0,4,51,0,0
725,Theydon Bois        ,Midday      ,247,48,181,18,9,0,85,3,14,22,19,54,6,34
725,Theydon Bois        ,PM Peak     ,593,226,361,7,9,7,19,91,27,123,268,6,37,9
725,Theydon Bois        ,Evening     ,269,182,73,14,14,0,0,70,41,31,84,10,0,20
725,Theydon Bois        ,Late        ,70,12,48,11,11,0,1,0,1,39,11,7,0,0
725,Theydon Bois        ,   Total day,1269,481,707,80,74,7,105,167,83,215,386,128,42,64
726,Tooting Bec         ,Early       ,106,0,0,106,106,0,0,0,0,0,0,0,0,0
726,Tooting Bec         ,AM peak     ,1282,423,751,107,107,0,41,12,428,236,336,122,0,0
726,Tooting Bec         ,Midday      ,1869,767,1102,1,30,0,117,260,381,344,433,213,25,67
726,Tooting Bec         ,PM Peak     ,4302,1608,2678,16,83,0,213,645,1544,675,844,77,202,19
726,Tooting Bec         ,Evening     ,3210,1241,1908,61,60,0,62,692,1081,529,750,25,12,0
726,Tooting Bec         ,Late        ,1596,560,651,386,383,0,0,254,572,298,83,1,3,2
726,Tooting Bec         ,   Total day,12365,4600,7090,676,769,0,433,1863,4006,2082,2447,437,241,88
727,Tooting Broadway    ,Early       ,346,0,0,346,346,0,0,0,0,0,0,0,0,0
727,Tooting Broadway    ,AM peak     ,4345,1210,2673,462,422,36,70,545,1263,702,823,312,85,86
727,Tooting Broadway    ,Midday      ,5075,1764,3251,60,157,0,168,1516,1000,515,1227,188,202,101
727,Tooting Broadway    ,PM Peak     ,8153,2943,5161,50,60,64,154,1918,2350,1528,1634,122,67,256
727,Tooting Broadway    ,Evening     ,4972,1551,3360,61,37,0,15,1379,1576,1301,515,113,16,19
727,Tooting Broadway    ,Late        ,2439,952,810,678,670,74,0,455,744,258,192,8,19,20
727,Tooting Broadway    ,   Total day,25330,8419,15255,1656,1692,174,408,5813,6933,4305,4391,744,389,483
728,Tottenham Court Road,Early       ,1377,0,0,1377,1377,0,0,0,0,0,0,0,0,0
728,Tottenham Court Road,AM peak     ,19824,7535,10250,2040,2024,55,266,3491,5738,3797,3221,747,249,236
728,Tottenham Court Road,Midday      ,19831,8343,9669,1819,1839,20,293,4477,5045,2577,2923,1290,880,487
728,Tottenham Court Road,PM Peak     ,12418,4587,5469,2362,2319,0,147,1222,3135,1285,2510,374,864,563
728,Tottenham Court Road,Evening     ,4702,1503,1720,1478,1478,3,40,827,1288,408,511,23,87,37
728,Tottenham Court Road,Late        ,1388,627,359,402,402,0,37,117,219,239,63,11,299,0
728,Tottenham Court Road,   Total day,59540,22595,27467,9478,9438,79,783,10134,15426,8306,9227,2446,2379,1322
729,Tottenham Hale      ,Early       ,508,0,0,508,508,0,0,0,0,0,0,0,0,0
729,Tottenham Hale      ,AM peak     ,2258,892,1125,241,242,0,70,217,780,495,279,95,50,28
729,Tottenham Hale      ,Midday      ,4359,1749,2207,402,474,0,517,719,799,543,729,307,162,109
729,Tottenham Hale      ,PM Peak     ,7511,2315,4822,374,396,6,450,1531,1545,1203,1713,239,148,281
729,Tottenham Hale      ,Evening     ,3428,1295,2009,124,87,87,108,452,1135,587,869,58,19,26
729,Tottenham Hale      ,Late        ,1641,698,564,379,230,0,0,362,527,370,118,3,31,0
729,Tottenham Hale      ,   Total day,19704,6949,10726,2028,1937,93,1145,3281,4786,3198,3708,702,411,443
730,Totteridge & Whetsto,Early       ,21,0,0,21,21,0,0,0,0,0,0,0,0,0
730,Totteridge & Whetsto,AM peak     ,464,76,252,136,136,0,0,1,102,138,54,13,17,2
730,Totteridge & Whetsto,Midday      ,648,394,211,43,46,0,2,56,114,106,189,94,12,29
730,Totteridge & Whetsto,PM Peak     ,1433,400,1020,14,24,7,223,313,288,189,304,28,32,26
730,Totteridge & Whetsto,Evening     ,771,370,400,1,1,0,0,68,182,108,270,117,0,24
730,Totteridge & Whetsto,Late        ,319,88,151,80,80,0,0,20,83,24,72,11,19,10
730,Totteridge & Whetsto,   Total day,3656,1328,2033,295,308,7,225,458,770,565,889,263,80,91
731,Tower Hill          ,Early       ,581,0,0,581,581,0,0,0,0,0,0,0,0,0
731,Tower Hill          ,AM peak     ,9756,4945,4030,781,742,0,64,1115,2486,1512,2683,850,179,124
731,Tower Hill          ,Midday      ,9797,4370,4359,1068,1072,9,710,1130,1330,1531,2395,864,602,156
731,Tower Hill          ,PM Peak     ,9152,4174,4484,494,293,0,67,776,2240,1679,2941,773,329,55
731,Tower Hill          ,Evening     ,2601,935,1479,187,177,20,27,246,699,369,803,89,166,6
731,Tower Hill          ,Late        ,385,123,72,190,192,1,37,13,49,44,45,1,3,0
731,Tower Hill          ,   Total day,32272,14548,14424,3301,3057,29,905,3280,6803,5136,8867,2578,1278,340
733,Tufnell Park        ,Early       ,45,0,0,44,44,0,0,0,0,0,0,0,0,0
733,Tufnell Park        ,AM peak     ,632,264,291,77,77,0,16,35,181,112,186,14,10,0
733,Tufnell Park        ,Midday      ,1007,344,649,14,32,2,20,107,195,242,267,94,20,29
733,Tufnell Park        ,PM Peak     ,1887,611,1240,36,74,12,0,431,702,172,332,46,31,88
733,Tufnell Park        ,Evening     ,1402,743,634,24,23,1,0,212,518,361,248,21,5,13
733,Tufnell Park        ,Late        ,695,181,378,135,135,0,0,223,167,41,90,25,2,11
733,Tufnell Park        ,   Total day,5667,2143,3193,331,385,15,36,1008,1762,928,1124,200,68,141
734,Turnham Green       ,Early       ,111,0,0,111,111,0,0,0,0,0,0,0,0,0
734,Turnham Green       ,AM peak     ,1648,705,767,176,173,3,18,316,358,282,431,27,41,0
734,Turnham Green       ,Midday      ,1750,754,921,75,20,17,102,146,263,313,531,127,78,153
734,Turnham Green       ,PM Peak     ,3023,1301,1721,1,3,11,135,268,556,753,1037,156,74,30
734,Turnham Green       ,Evening     ,1862,826,1008,28,22,1,2,291,517,462,512,32,10,12
734,Turnham Green       ,Late        ,884,270,333,281,302,0,0,66,173,58,207,21,41,16
734,Turnham Green       ,   Total day,9279,3856,4750,673,632,32,257,1088,1867,1868,2718,363,244,210
735,Turnpike Lane       ,Early       ,130,0,0,130,130,0,0,0,0,0,0,0,0,0
735,Turnpike Lane       ,AM peak     ,1179,394,621,164,200,0,5,137,139,82,416,163,37,0
735,Turnpike Lane       ,Midday      ,3233,1397,1569,267,200,0,87,947,522,515,388,345,144,85
735,Turnpike Lane       ,PM Peak     ,6119,1333,4469,317,346,0,153,1098,2104,1063,1127,200,23,5
735,Turnpike Lane       ,Evening     ,3876,1064,2730,82,80,0,348,694,1085,500,991,158,20,0
735,Turnpike Lane       ,Late        ,2220,976,825,418,414,0,55,587,500,396,232,22,4,11
735,Turnpike Lane       ,   Total day,16756,5164,10213,1379,1370,0,647,3463,4350,2556,3154,888,227,101
736,Upminster           ,Early       ,177,0,0,177,177,0,0,0,0,0,0,0,0,0
736,Upminster           ,AM peak     ,549,281,250,18,18,0,50,85,75,184,134,0,0,2
736,Upminster           ,Midday      ,626,166,376,84,94,1,3,94,22,63,201,76,29,43
736,Upminster           ,PM Peak     ,1590,574,964,53,55,0,135,168,171,79,905,40,15,22
736,Upminster           ,Evening     ,772,203,564,5,5,0,0,190,112,276,170,17,0,2
736,Upminster           ,Late        ,375,128,92,154,154,0,0,19,12,80,109,0,0,0
736,Upminster           ,   Total day,4090,1352,2246,493,504,1,189,557,391,682,1520,133,44,69
737,Upminster Bridge    ,Early       ,21,0,0,21,21,0,0,0,0,0,0,0,0,0
737,Upminster Bridge    ,AM peak     ,600,305,278,17,17,0,220,5,46,0,313,0,0,0
737,Upminster Bridge    ,Midday      ,437,126,310,0,19,0,187,0,0,0,81,0,81,69
737,Upminster Bridge    ,PM Peak     ,677,210,457,9,9,0,53,219,71,15,290,13,6,0
737,Upminster Bridge    ,Evening     ,245,119,115,11,11,0,0,0,77,54,91,0,0,12
737,Upminster Bridge    ,Late        ,119,5,65,49,49,0,0,0,0,68,2,0,0,0
737,Upminster Bridge    ,   Total day,2099,765,1226,108,126,0,460,225,194,137,777,13,87,80
738,Upney               ,Early       ,44,0,21,24,24,0,0,21,0,0,0,0,0,0
738,Upney               ,AM peak     ,478,26,438,13,13,0,55,106,40,1,262,0,0,0
738,Upney               ,Midday      ,843,44,530,268,268,0,29,0,57,115,181,117,74,2
738,Upney               ,PM Peak     ,1880,435,1388,57,68,0,338,32,680,237,504,2,0,19
738,Upney               ,Evening     ,719,252,452,14,14,0,0,209,72,160,264,0,0,0
738,Upney               ,Late        ,194,132,51,11,11,0,0,0,4,60,119,0,0,0
738,Upney               ,   Total day,4157,890,2881,386,398,0,422,368,853,573,1330,119,74,22
739,Upton Park          ,Early       ,140,0,0,140,140,0,0,0,0,0,0,0,0,0
739,Upton Park          ,AM peak     ,1433,558,574,301,354,32,9,79,343,283,232,79,20,0
739,Upton Park          ,Midday      ,3415,1198,2045,172,66,58,482,619,861,603,304,135,178,109
739,Upton Park          ,PM Peak     ,5742,3012,2614,116,29,0,516,860,1427,916,1623,325,46,0
739,Upton Park          ,Evening     ,3059,1407,1535,117,111,0,31,621,870,808,569,20,21,9
739,Upton Park          ,Late        ,1447,695,424,328,292,0,199,307,350,142,145,0,6,6
739,Upton Park          ,   Total day,15237,6870,7192,1174,992,90,1237,2488,3850,2753,2873,560,270,124
740,Uxbridge            ,Early       ,340,0,0,339,339,0,0,0,0,0,0,0,0,0
740,Uxbridge            ,AM peak     ,4661,2008,1960,693,681,2,481,451,1038,633,724,347,97,207
740,Uxbridge            ,Midday      ,3729,1172,2042,515,560,0,874,650,184,221,667,140,114,319
740,Uxbridge            ,PM Peak     ,2688,1199,1387,103,103,0,420,380,421,289,737,192,75,71
740,Uxbridge            ,Evening     ,1519,539,862,118,86,0,24,133,545,248,327,115,33,10
740,Uxbridge            ,Late        ,598,158,319,120,120,0,43,159,137,33,103,2,0,0
740,Uxbridge            ,   Total day,13534,5075,6570,1889,1889,2,1842,1773,2326,1425,2558,795,318,607
777,Vauxhall            ,Early       ,2914,0,0,2914,2914,0,0,0,0,0,0,0,0,0
777,Vauxhall            ,AM peak     ,14319,5108,5515,3696,3712,0,163,1283,3270,2522,2509,700,116,43
777,Vauxhall            ,Midday      ,8915,3671,4865,379,330,16,681,1683,1626,1295,2227,499,462,96
777,Vauxhall            ,PM Peak     ,12717,5599,6641,477,497,0,224,1859,3676,2088,3462,486,394,31
777,Vauxhall            ,Evening     ,7698,3074,4170,454,333,0,140,816,2714,993,2312,323,66,2
777,Vauxhall            ,Late        ,3569,1700,933,936,936,0,0,370,1108,354,753,4,37,7
777,Vauxhall            ,   Total day,50131,19153,22123,8855,8722,16,1207,6011,12394,7252,11263,2012,1076,177
741,Victoria            ,Early       ,3643,4,6,3634,3634,0,0,0,7,0,2,0,0,0
741,Victoria            ,AM peak     ,29487,12365,12253,4869,4664,84,470,2486,6827,5141,6710,2099,712,296
741,Victoria            ,Midday      ,35015,16585,17474,956,920,83,1220,5018,5530,5925,9386,2630,2435,1869
741,Victoria            ,PM Peak     ,39617,17160,21770,688,536,76,1385,5779,6845,7070,11921,2594,2088,1323
741,Victoria            ,Evening     ,18697,8232,9953,512,435,24,324,3529,5696,3093,4440,778,295,83
741,Victoria            ,Late        ,8452,2854,2868,2730,2808,1,208,1079,1261,1006,1523,227,325,15
741,Victoria            ,   Total day,134912,57200,64323,13389,12997,267,3607,17891,26166,22234,33982,8327,5856,3586
742,Walthamstow Central ,Early       ,355,0,0,355,355,0,0,0,0,0,0,0,0,0
742,Walthamstow Central ,AM peak     ,2821,890,1664,266,304,9,103,288,547,707,527,239,11,86
742,Walthamstow Central ,Midday      ,7434,3219,3754,461,295,68,588,1351,1118,1614,1084,542,280,494
742,Walthamstow Central ,PM Peak     ,15516,4746,10725,45,224,1,461,3181,3618,4069,3398,262,156,148
742,Walthamstow Central ,Evening     ,8099,3206,4743,151,81,30,171,845,2898,1950,1878,89,88,70
742,Walthamstow Central ,Late        ,3433,1382,1287,765,751,0,201,343,1098,715,273,41,3,9
742,Walthamstow Central ,   Total day,37658,13443,22172,2043,2010,108,1522,6008,9278,9055,7159,1173,538,807
743,Wanstead            ,Early       ,36,0,0,36,36,0,0,0,0,0,0,0,0,0
743,Wanstead            ,AM peak     ,546,146,394,6,6,0,59,2,49,40,269,83,38,0
743,Wanstead            ,Midday      ,898,199,600,100,151,0,0,91,154,83,214,83,107,13
743,Wanstead            ,PM Peak     ,1900,615,1159,126,93,0,0,114,402,467,661,19,8,134
743,Wanstead            ,Evening     ,1032,353,674,5,99,10,0,128,116,257,264,90,34,35
743,Wanstead            ,Late        ,497,206,230,61,61,0,0,1,107,229,89,5,4,0
743,Wanstead            ,   Total day,4908,1518,3057,333,446,10,59,336,828,1076,1498,280,192,183
745,Warren Street       ,Early       ,915,1,1,913,913,0,0,0,1,0,1,0,0,0
745,Warren Street       ,AM peak     ,18479,7455,10122,903,843,0,148,1655,6506,3812,4125,1038,199,155
745,Warren Street       ,Midday      ,9929,4337,5258,334,210,8,355,2239,2472,1104,2410,361,494,275
745,Warren Street       ,PM Peak     ,3981,1790,1838,353,385,0,100,252,944,557,1095,324,211,114
745,Warren Street       ,Evening     ,1487,726,612,149,191,0,0,124,431,310,272,89,18,53
745,Warren Street       ,Late        ,518,341,111,66,66,0,8,1,187,98,159,0,0,0
745,Warren Street       ,   Total day,35309,14650,17942,2717,2607,8,611,4270,10541,5880,8061,1812,921,598
746,Warwick Avenue      ,Early       ,114,0,0,114,114,0,0,0,0,0,0,0,0,0
746,Warwick Avenue      ,AM peak     ,1350,605,606,139,153,0,0,101,307,365,332,23,21,48
746,Warwick Avenue      ,Midday      ,1456,666,755,34,30,0,0,208,413,252,322,137,24,69
746,Warwick Avenue      ,PM Peak     ,1755,745,945,65,84,0,0,229,537,319,371,80,81,52
746,Warwick Avenue      ,Evening     ,1454,754,667,33,30,0,11,115,598,340,303,0,49,7
746,Warwick Avenue      ,Late        ,624,243,255,127,130,0,0,30,277,90,70,26,1,0
746,Warwick Avenue      ,   Total day,6752,3013,3228,511,542,0,12,683,2132,1366,1398,266,177,175
747,Waterloo            ,Early       ,3067,0,2,3064,3064,0,0,0,3,0,0,0,0,0
747,Waterloo            ,AM peak     ,22942,9559,11431,1952,1855,40,436,2294,5529,3896,5976,1710,1026,180
747,Waterloo            ,Midday      ,29951,13224,16088,639,734,5,1982,5175,4737,3816,7625,2502,1911,1466
747,Waterloo            ,PM Peak     ,59782,28127,30436,1220,957,164,473,6691,12026,11842,20216,3929,2258,1226
747,Waterloo            ,Evening     ,22459,10416,11489,554,377,22,500,2362,6263,4803,6010,1169,642,312
747,Waterloo            ,Late        ,9401,3316,2445,3640,3632,2,33,734,2229,933,1536,108,84,109
747,Waterloo            ,   Total day,147602,64642,71891,11069,10620,232,3424,17255,30786,25290,41362,9418,5922,3293
748,Watford             ,Early       ,35,0,0,35,35,0,0,0,0,0,0,0,0,0
748,Watford             ,AM peak     ,696,354,215,128,128,18,270,76,96,13,49,19,29,0
748,Watford             ,Midday      ,431,318,84,28,43,0,58,27,1,59,66,63,115,0
748,Watford             ,PM Peak     ,925,520,311,94,84,0,18,65,278,189,163,88,41,0
748,Watford             ,Evening     ,571,254,311,6,8,0,38,78,202,27,208,11,0,0
748,Watford             ,Late        ,231,65,67,98,98,0,0,9,5,63,12,0,43,0
748,Watford             ,   Total day,2889,1511,988,390,396,18,383,254,583,350,497,181,227,0
751,Wembley Central     ,Early       ,59,1,0,58,58,0,0,1,0,0,0,0,0,0
751,Wembley Central     ,AM peak     ,895,420,458,17,27,0,39,24,252,152,253,16,104,28
751,Wembley Central     ,Midday      ,1407,858,515,34,163,35,111,139,277,229,218,114,64,56
751,Wembley Central     ,PM Peak     ,1990,1150,786,54,145,1,64,246,543,280,565,2,138,5
